daily_income,income_stability,goal_type,goal_amount,daily_expense,profile_type,months_to_reach_goal,recommended_daily_saving,discipline_score
530.04,0.84,Gold,74302,121,rural,6.05,163.62,77
549.99,0.81,Bike,145766,164,rural,12.59,154.4,68
329.04,0.72,House Downpayment,1568089,184,student,360.38,58.02,38
195.92,0.62,Education,374019,115,rural,154.07,32.37,30
422.4,0.88,House Downpayment,861492,132,student,98.89,116.16,72
1869.6,0.82,Education,278435,124,urban,5.32,698.24,91
1053.86,0.79,Marriage,726145,113,urban,25.73,376.34,84
322.56,0.84,Bike,111505,116,student,17.99,82.62,64
1868.37,0.93,Marriage,534219,153,urban,10.38,686.15,100
783.09,0.99,Marriage,654597,119,rural,32.86,265.64,100
2695.15,0.95,Education,359366,129,urban,4.67,1026.46,100
370.8,0.72,Bike,76921,122,rural,10.31,99.52,57
811.84,0.86,Emergency Fund,113091,118,urban,5.43,277.54,88
155.48,0.92,Emergency Fund,43887,133,student,65.08,8.99,15
250.5,0.75,Gold,133838,166,student,52.8,33.8,30
865.8,0.74,Bike,142984,109,urban,6.3,302.72,77
1338.24,0.68,Bike,140607,170,urban,4.01,467.3,71
1772.46,0.86,House Downpayment,729409,148,urban,14.97,649.78,94
90.85,0.79,Marriage,673206,149,student,,,5
332.15,0.73,House Downpayment,918368,118,student,142.95,85.66,56
691.68,0.88,Gold,157756,108,rural,9.01,233.47,89
346.75,0.73,Emergency Fund,114798,109,rural,16.1,95.1,60
376.36,0.97,Bike,128750,142,rural,18.31,93.74,72
190.8,0.9,House Downpayment,1558798,100,student,572.25,36.32,51
999.81,0.63,Emergency Fund,127252,162,urban,5.06,335.12,63
1986.19,0.83,Emergency Fund,43625,163,urban,0.8,729.28,91
293.7,0.89,Bike,142999,143,rural,31.63,60.28,54
526.5,0.78,Marriage,727512,146,rural,63.73,152.2,67
381.22,0.98,Bike,73012,120,rural,9.32,104.49,80
684.0,0.9,Gold,180306,194,rural,12.27,196.0,77
1009.28,0.64,House Downpayment,972095,129,urban,36.81,352.11,66
533.52,0.76,Education,412548,134,rural,34.42,159.81,68
269.62,0.61,Bike,91584,133,student,22.35,54.65,37
397.83,0.89,Emergency Fund,29992,97,student,3.32,120.33,80
408.48,0.92,Bike,52702,147,student,6.72,104.59,70
1122.56,0.64,Gold,216621,119,urban,7.2,401.42,68
345.8,0.7,Marriage,410400,151,student,70.23,77.92,47
2123.2,0.8,Emergency Fund,83809,135,urban,1.41,795.28,89
2511.6,0.91,Education,192008,136,urban,2.69,950.24,100
222.44,0.67,Emergency Fund,130209,138,rural,51.4,33.78,30
480.68,0.61,Bike,73483,104,rural,6.5,150.67,57
984.55,0.97,Marriage,282367,169,urban,11.54,326.22,96
504.7,0.98,Education,133461,151,rural,12.58,141.48,82
216.09,0.63,Bike,59248,155,student,32.33,24.44,21
241.2,0.67,Bike,125872,107,student,31.26,53.68,44
826.56,0.82,Education,148810,175,urban,7.61,260.62,77
2028.78,0.78,Marriage,510315,97,urban,8.81,772.71,89
2170.75,0.95,House Downpayment,705997,145,urban,11.62,810.3,100
474.36,0.67,Bike,142607,161,rural,15.17,125.34,53
297.6,0.96,House Downpayment,1182035,131,rural,236.5,66.64,64
1703.68,0.64,Emergency Fund,94807,81,urban,1.95,649.07,73
116.58,0.87,Marriage,638436,113,student,5944.47,1.43,5
300.2,0.95,Gold,136889,112,rural,24.25,75.28,71
1946.72,0.92,Education,246297,100,urban,4.45,738.69,100
1129.11,0.61,Gold,177199,147,urban,6.01,392.84,63
2715.58,0.98,House Downpayment,600942,130,urban,7.75,1034.23,100
337.01,0.67,House Downpayment,1886961,103,rural,268.79,93.6,55
237.72,0.84,Bike,60188,142,student,20.96,38.29,40
282.59,0.77,Bike,60902,123,rural,12.72,63.84,52
187.5,0.75,Marriage,477958,132,student,287.06,22.2,26
460.8,0.9,Emergency Fund,74091,156,rural,8.1,121.92,71
799.92,0.88,Marriage,394159,132,urban,19.67,267.17,88
2198.25,0.75,House Downpayment,821822,137,urban,13.29,824.5,84
1011.71,0.97,Gold,230640,119,urban,8.61,357.08,100
1463.04,0.64,Education,271394,126,urban,6.77,534.82,70
177.92,0.64,Gold,55440,94,student,22.02,33.57,36
1395.93,0.79,Bike,71225,166,urban,1.93,491.97,83
1146.1,0.73,Bike,94751,144,urban,3.15,400.84,76
312.96,0.96,Gold,275944,131,rural,50.55,72.78,66
973.56,0.61,Marriage,554689,124,urban,21.76,339.82,63
555.22,0.71,Education,132304,119,rural,10.11,174.49,66
363.12,0.89,House Downpayment,1995830,152,student,315.12,84.45,62
298.15,0.89,Emergency Fund,93711,120,rural,17.53,71.26,63
682.88,0.97,House Downpayment,999356,128,rural,60.03,221.95,94
542.36,0.91,Emergency Fund,109788,89,rural,8.07,181.34,91
665.66,0.83,Emergency Fund,145998,123,urban,8.97,217.06,81
378.82,0.94,House Downpayment,611705,108,student,75.29,108.33,80
365.56,0.74,Gold,285942,149,student,44.01,86.62,52
1964.82,0.78,Marriage,700416,154,urban,12.89,724.33,86
292.95,0.93,Marriage,777600,124,rural,153.42,67.58,64
409.67,0.71,House Downpayment,1583014,160,rural,211.35,99.87,51
1679.92,0.92,Marriage,352785,108,urban,7.48,628.77,100
534.28,0.76,House Downpayment,1445076,158,rural,128.01,150.51,64
1261.08,0.62,Emergency Fund,79204,178,urban,2.44,433.23,63
461.16,0.84,Education,309155,121,rural,30.3,136.06,74
366.73,0.91,Marriage,267944,132,rural,38.05,93.89,69
112.2,0.68,House Downpayment,1842784,99,student,4653.49,5.28,9
1263.18,0.74,Gold,88944,122,urban,2.6,456.47,80
495.38,0.62,Emergency Fund,20810,143,rural,1.97,140.95,52
1746.54,0.62,Marriage,380797,154,urban,7.97,637.02,67
224.9,0.65,Education,261043,138,student,100.13,34.76,30
175.26,0.69,Emergency Fund,71115,138,student,63.62,14.9,17
2065.5,0.81,Marriage,763855,143,urban,13.24,769.0,90
477.63,0.61,Bike,113189,131,rural,10.88,138.65,53
514.8,0.66,Education,374539,117,rural,31.38,159.12,61
248.8,0.8,Education,207670,150,student,70.06,39.52,38
368.94,0.86,Education,276159,152,rural,42.43,86.78,60
926.64,0.81,Gold,193970,121,urban,8.03,322.26,84
444.6,0.76,House Downpayment,865904,152,rural,98.64,117.04,60
1152.96,0.96,House Downpayment,1163300,125,urban,37.72,411.18,100
258.93,0.63,Emergency Fund,100401,107,student,22.03,60.77,44
136.17,0.89,Gold,224030,127,student,814.36,3.67,7
1802.92,0.94,Education,133260,101,urban,2.61,680.77,100
518.7,0.7,Bike,106857,113,rural,8.78,162.28,65
260.82,0.63,Emergency Fund,124101,131,student,31.86,51.93,37
1321.32,0.78,Emergency Fund,109086,125,urban,3.04,478.53,84
178.76,0.82,Marriage,623410,134,student,464.26,17.9,24
258.4,0.76,Education,441860,169,student,164.75,35.76,31
347.52,0.96,Marriage,227483,138,student,36.19,83.81,69
433.38,0.93,Marriage,243632,135,rural,27.22,119.35,76
264.06,0.81,Bike,103189,146,student,29.13,47.22,43
2563.71,0.97,Marriage,291705,164,urban,4.05,959.88,100
250.1,0.82,House Downpayment,1336051,140,rural,404.5,44.04,43
407.16,0.87,Education,119268,126,student,14.14,112.46,72
207.9,0.99,Marriage,354951,115,student,127.36,37.16,53
716.29,0.83,House Downpayment,1492971,110,urban,82.08,242.52,84
2669.11,0.89,Marriage,531213,177,urban,7.11,996.84,99
557.2,0.7,Marriage,507445,136,rural,40.16,168.48,63
235.52,0.64,House Downpayment,1015143,179,student,598.69,22.61,18
188.37,0.69,Education,485069,158,student,532.4,12.15,13
388.12,0.62,Bike,147614,110,rural,17.69,111.25,53
359.7,0.66,Marriage,200045,83,rural,24.1,110.68,60
449.4,0.7,Education,405172,89,rural,37.47,144.16,67
1918.62,0.66,Emergency Fund,71006,97,urban,1.3,728.65,75
372.3,0.73,Bike,74022,118,rural,9.7,101.72,59
375.36,0.92,House Downpayment,1243944,114,rural,158.65,104.54,76
2685.84,0.93,House Downpayment,950871,116,urban,12.33,1027.94,100
359.2,0.8,Emergency Fund,112008,123,student,15.81,94.48,63
498.12,0.84,Gold,192008,96,rural,15.92,160.85,81
1101.76,0.88,Marriage,577391,79,urban,18.82,409.1,98
124.8,0.78,Marriage,525432,133,student,,,5
2482.34,0.98,Education,316546,155,urban,4.53,930.94,100
882.26,0.62,Marriage,380913,187,urban,18.26,278.1,58
474.3,0.9,Emergency Fund,27915,136,rural,2.75,135.32,77
508.08,0.87,Gold,233052,131,rural,20.6,150.83,77
350.22,0.78,Education,433002,178,student,83.81,68.89,46
409.84,0.94,Marriage,210891,119,student,24.17,116.34,80
478.66,0.91,Bike,130960,163,rural,13.83,126.26,72
332.5,0.95,House Downpayment,1390047,152,student,256.7,72.2,61
379.85,0.71,Education,376888,147,rural,53.95,93.14,52
988.0,0.95,Emergency Fund,114671,107,urban,4.34,352.4,100
694.8,0.6,House Downpayment,1750787,155,urban,108.11,215.92,55
402.81,0.87,Bike,53088,150,student,7.0,101.12,65
151.23,0.71,Gold,166850,101,student,110.72,20.09,28
199.02,0.62,Bike,135690,126,student,61.94,29.21,27
1099.98,0.97,Emergency Fund,127534,117,urban,4.32,393.19,100
1803.51,0.87,Emergency Fund,84109,160,urban,1.71,657.4,95
399.63,0.77,Bike,82200,122,rural,9.87,111.05,64
312.4,0.88,Gold,158357,133,student,29.42,71.76,60
1747.05,0.95,Bike,112369,136,urban,2.32,644.42,100
756.86,0.71,Emergency Fund,141458,137,urban,7.61,247.94,69
642.06,0.87,Gold,102995,162,rural,7.15,192.02,78
271.45,0.61,Emergency Fund,117844,167,student,37.61,41.78,28
543.9,0.7,Bike,144778,132,rural,11.72,164.76,63
294.84,0.78,House Downpayment,1608062,102,rural,277.96,77.14,61
2889.63,0.97,Bike,129260,119,urban,1.56,1108.25,100
245.64,0.69,Gold,279621,101,student,64.44,57.86,48
1350.4,0.64,Education,450475,133,urban,12.33,486.96,69
550.96,0.71,Emergency Fund,145251,141,rural,11.81,163.98,63
231.34,0.86,House Downpayment,597162,123,student,183.73,43.34,48
381.25,0.61,Emergency Fund,41910,131,rural,5.58,100.1,48
76.56,0.66,Bike,111712,138,student,,,5
1290.08,0.88,Marriage,774339,141,urban,22.46,459.63,94
696.78,0.63,Gold,219463,85,urban,11.96,244.71,66
290.68,0.86,Emergency Fund,91648,149,rural,21.56,56.67,50
268.0,0.67,House Downpayment,1249249,77,rural,218.02,76.4,57
194.48,0.88,Emergency Fund,22204,144,student,14.66,20.19,27
562.74,0.83,House Downpayment,1753448,155,rural,143.35,163.1,72
1396.57,0.71,Gold,208630,105,urban,5.38,516.63,78
428.28,0.86,Bike,92498,147,rural,10.96,112.51,67
1987.64,0.68,Bike,133265,142,urban,2.41,738.26,75
1397.34,0.63,Bike,93907,133,urban,2.48,505.74,68
346.86,0.94,Marriage,532023,135,student,83.71,84.74,68
258.13,0.83,Education,145230,129,student,37.49,51.65,49
2543.8,0.92,Education,417867,117,urban,5.74,970.72,100
1964.69,0.91,Education,434341,135,urban,7.91,731.88,100
1131.52,0.68,Emergency Fund,126200,139,urban,4.24,397.01,71
285.0,0.76,House Downpayment,763061,154,rural,194.16,52.4,41
127.19,0.79,Gold,150953,113,student,354.6,5.68,10
366.73,0.91,House Downpayment,557960,102,student,70.26,105.89,78
221.1,0.67,Gold,62633,146,rural,27.8,30.04,27
425.7,0.66,Education,272912,153,rural,33.36,109.08,50
548.46,0.99,House Downpayment,1897568,132,rural,151.88,166.58,90
331.32,0.66,Emergency Fund,134387,132,rural,22.47,79.73,47
248.49,0.99,Marriage,339286,139,student,103.29,43.8,52
262.5,0.75,Education,415419,88,student,79.35,69.8,59
307.8,0.76,Bike,139835,151,student,29.73,62.72,46
1600.75,0.95,Bike,89330,141,urban,2.04,583.9,100
1682.59,0.91,Gold,63033,122,urban,1.35,624.24,100
306.36,0.92,House Downpayment,1700930,104,student,280.18,80.94,72
2074.83,0.93,Marriage,372601,179,urban,6.55,758.33,100
314.93,0.77,Bike,111269,132,rural,20.28,73.17,53
173.25,0.63,Gold,264639,108,student,135.19,26.1,28
219.78,0.99,Bike,81389,151,student,39.44,27.51,37
352.75,0.83,Emergency Fund,25377,155,student,4.28,79.1,55
371.45,0.85,Marriage,454569,109,student,57.73,104.98,72
251.92,0.94,Bike,73837,115,student,17.98,54.77,61
606.76,0.77,Marriage,202977,137,rural,14.4,187.9,71
2768.5,0.98,Emergency Fund,79852,143,urban,1.01,1050.2,100
339.68,0.88,Gold,263927,55,rural,30.9,113.87,88
77.49,0.63,Emergency Fund,129076,141,student,,,5
491.11,0.67,Gold,243764,111,rural,21.38,152.04,62
1504.74,0.62,Marriage,790046,171,urban,19.75,533.5,65
435.75,0.83,Gold,175025,110,rural,17.91,130.3,74
319.44,0.66,Gold,215972,114,rural,35.04,82.18,50
169.4,0.7,House Downpayment,917618,111,student,523.75,23.36,28
617.28,0.96,Education,212306,110,rural,13.95,202.91,94
1777.76,0.82,House Downpayment,1500119,114,urban,30.05,665.5,92
580.35,0.73,Marriage,718180,132,rural,53.39,179.34,67
1956.7,0.85,Gold,289633,142,urban,5.32,725.88,94
948.6,0.93,Emergency Fund,47920,95,urban,1.87,341.44,100
175.46,0.62,Marriage,580485,167,student,2287.17,3.38,5
197.12,0.64,Education,326097,106,rural,119.29,36.45,35
176.08,0.71,Gold,112951,103,student,51.52,29.23,35
298.62,0.79,Gold,208798,136,student,42.8,65.05,51
2202.2,0.91,Bike,104040,112,urban,1.66,836.08,100
441.8,0.94,House Downpayment,1077118,175,rural,134.57,106.72,68
1392.16,0.77,Marriage,758995,152,urban,20.4,496.06,82
820.76,0.68,Marriage,763840,169,urban,39.07,260.7,64
570.35,0.85,House Downpayment,1244191,108,rural,89.7,184.94,82
277.76,0.64,Marriage,552397,111,student,110.42,66.7,46
1575.75,0.75,Marriage,424938,121,urban,9.74,581.9,83
398.4,0.8,Gold,87109,160,student,12.18,95.36,57
264.26,0.73,House Downpayment,1378062,143,rural,378.82,48.5,40
1124.91,0.87,House Downpayment,745748,146,urban,25.39,391.56,90
172.26,0.87,Education,433125,141,student,461.85,12.5,18
323.02,0.62,Emergency Fund,33398,148,rural,6.36,70.01,40
479.22,0.98,Gold,254238,130,student,24.27,139.69,85
547.8,0.83,Education,417880,85,rural,30.1,185.12,84
1537.92,0.89,Emergency Fund,137006,145,urban,3.28,557.17,96
135.04,0.64,House Downpayment,1043001,97,student,913.95,15.22,21
231.62,0.74,Education,218831,116,student,63.09,46.25,44
181.42,0.94,Marriage,344231,147,student,333.36,13.77,21
258.44,0.71,Bike,95636,161,rural,32.72,38.98,32
264.33,0.89,House Downpayment,1507604,185,student,633.47,31.73,32
1595.88,0.93,House Downpayment,917788,98,urban,20.42,599.15,100
639.35,0.95,Gold,254295,139,rural,16.94,200.14,89
2061.42,0.94,Education,294384,159,urban,5.16,760.97,100
2236.68,0.76,House Downpayment,629487,123,urban,9.93,845.47,86
440.73,0.83,Marriage,482458,129,rural,51.59,124.69,70
2627.7,0.95,Gold,57465,117,urban,0.76,1004.28,100
367.38,0.78,Bike,119073,159,student,19.05,83.35,53
163.4,0.86,Gold,197550,138,student,259.25,10.16,16
131.67,0.77,Bike,142265,178,student,,,5
234.9,0.81,Education,188603,131,student,60.51,41.56,42
2115.0,0.94,Bike,54319,154,urban,0.92,784.4,100
345.87,0.81,Bike,131049,77,student,16.25,107.55,75
373.18,0.94,Education,164982,127,rural,22.34,98.47,74
499.82,0.67,Gold,213569,113,rural,18.4,154.73,62
251.6,0.85,Marriage,289983,126,student,76.96,50.24,50
658.8,0.9,House Downpayment,1950907,134,rural,123.91,209.92,86
250.39,0.73,Marriage,705980,149,student,232.1,40.56,35
262.57,0.77,House Downpayment,556660,160,rural,180.9,41.03,36
1418.25,0.75,Emergency Fund,69450,144,urban,1.82,509.7,80
87.1,0.65,Emergency Fund,117820,107,student,,,5
588.84,0.84,Marriage,326846,120,rural,23.24,187.54,80
333.06,0.61,Education,157683,104,rural,22.95,91.62,50
369.6,0.96,Gold,157268,125,rural,21.43,97.84,76
326.27,0.79,Education,148266,127,rural,24.8,79.71,57
1424.28,0.78,Bike,145542,129,urban,3.75,518.11,85
555.06,0.66,House Downpayment,1144766,131,urban,89.98,169.62,60
309.4,0.68,Emergency Fund,51453,89,rural,7.78,88.16,58
168.63,0.77,Emergency Fund,94897,120,student,65.05,19.45,26
169.06,0.79,Marriage,420639,105,student,218.88,25.62,35
771.17,0.67,Emergency Fund,74114,142,urban,3.93,251.67,65
626.6,0.65,Marriage,238771,159,urban,17.02,187.04,58
921.18,0.78,Emergency Fund,50988,139,urban,2.17,312.87,79
230.58,0.63,Gold,129307,155,student,57.03,30.23,24
589.0,0.62,Emergency Fund,26316,127,urban,1.9,184.8,58
441.75,0.93,Marriage,350692,156,student,40.91,114.3,72
398.52,0.82,House Downpayment,880164,162,student,124.04,94.61,58
210.45,0.69,Bike,134855,139,student,62.91,28.58,28
304.56,0.72,Emergency Fund,95913,120,student,17.32,73.82,52
662.34,0.83,House Downpayment,983290,157,rural,64.86,202.14,75
1475.37,0.97,Education,426850,79,urban,10.19,558.55,100
444.18,0.66,Gold,127082,152,rural,14.5,116.87,52
591.75,0.75,Emergency Fund,23953,127,rural,1.72,185.9,70
280.45,0.71,Education,438612,163,student,124.48,46.98,35
849.8,0.7,Education,257280,147,urban,12.2,281.12,69
345.28,0.83,Emergency Fund,58189,140,rural,9.45,82.11,59
2568.6,0.9,Bike,138262,113,urban,1.88,982.24,100
1443.0,0.74,Emergency Fund,143721,106,urban,3.58,534.8,82
1718.08,0.91,Gold,171776,101,urban,3.54,646.83,100
90.47,0.83,House Downpayment,1024407,163,student,,,5
1203.3,0.7,Gold,252274,167,urban,8.11,414.52,72
342.95,0.95,Bike,139627,149,rural,24.0,77.58,64
2446.28,0.92,Marriage,579938,135,urban,8.36,924.51,100
1872.64,0.64,Education,355364,155,urban,6.9,687.06,70
1151.01,0.81,House Downpayment,1215883,139,urban,40.05,404.8,85
327.85,0.83,Education,282604,157,rural,55.14,68.34,51
492.36,0.66,Education,237179,107,rural,20.52,154.14,61
765.8,0.7,Bike,101574,133,urban,5.35,253.12,69
264.74,0.62,Education,407078,135,rural,104.59,51.9,36
384.93,0.91,Education,418641,140,rural,56.97,97.97,69
825.55,0.79,Emergency Fund,101373,118,urban,4.78,283.02,81
689.75,0.89,Emergency Fund,37204,155,rural,2.32,213.9,82
485.46,0.62,Gold,265577,91,rural,22.44,157.78,60
500.0,1.0,Education,481951,105,rural,40.67,158.0,94
2064.69,0.81,Gold,110646,171,urban,1.95,757.48,89
271.2,0.6,Education,135724,162,rural,41.43,43.68,28
1393.92,0.99,Education,312453,124,urban,8.2,507.97,100
285.35,0.65,Emergency Fund,102128,120,student,20.59,66.14,45
461.66,0.82,House Downpayment,1191508,126,rural,118.32,134.26,71
779.45,0.85,Marriage,542153,112,urban,27.08,266.98,87
1618.74,0.69,Marriage,501852,141,urban,11.32,591.1,75
123.22,0.61,House Downpayment,860248,145,student,,,5
372.12,0.84,Marriage,379145,135,student,53.3,94.85,64
527.25,0.95,Education,375218,120,rural,30.71,162.9,88
97.01,0.89,Gold,197434,162,student,,,5
414.69,0.69,Gold,131109,88,rural,13.38,130.68,65
439.04,0.98,Education,326879,153,student,38.09,114.42,76
357.76,0.86,Education,356091,88,student,44.0,107.9,77
2777.7,0.94,Gold,189199,147,urban,2.4,1052.28,100
156.96,0.72,Emergency Fund,111379,126,student,119.92,12.38,17
496.98,0.66,Gold,216097,153,rural,20.94,137.59,54
1765.4,0.97,Bike,61359,126,urban,1.25,655.76,100
371.45,0.95,Education,302737,118,rural,39.82,101.38,77
505.05,0.91,Bike,118952,110,rural,10.04,158.02,85
351.9,0.69,Bike,75563,96,rural,9.84,102.36,60
2282.88,0.96,Gold,84330,136,urban,1.31,858.75,100
205.36,0.68,Bike,82795,116,rural,30.88,35.74,35
399.75,0.65,Emergency Fund,93067,132,rural,11.59,107.1,52
221.34,0.62,Education,218741,149,student,100.79,28.94,24
273.36,0.67,Bike,102427,128,rural,23.49,58.14,42
195.12,0.72,Emergency Fund,128081,142,student,80.37,21.25,23
416.1,0.73,House Downpayment,1127974,129,rural,130.96,114.84,60
132.3,0.98,Gold,121651,148,student,,,5
1643.2,0.8,Bike,80297,145,urban,1.79,599.28,87
529.54,0.83,Education,281476,156,rural,25.12,149.42,70
2152.95,0.93,House Downpayment,1036198,108,urban,16.89,817.98,100
1812.72,0.91,Gold,229797,161,urban,4.64,660.69,99
1686.25,0.95,Education,350175,140,urban,7.55,618.5,100
821.7,0.66,Gold,86532,165,urban,4.39,262.68,63
1701.0,0.84,Marriage,715562,113,urban,15.02,635.2,94
523.2,0.6,Bike,59993,138,urban,5.19,154.08,53
293.8,0.65,Emergency Fund,51786,113,student,9.55,72.32,48
632.1,0.86,Marriage,415419,127,rural,27.41,202.04,82
317.76,0.96,Emergency Fund,133903,128,student,23.52,75.9,68
176.4,0.98,Gold,281748,146,student,308.93,12.16,20
175.0,0.7,Marriage,350208,131,student,265.31,17.6,21
737.1,0.81,Emergency Fund,46097,112,urban,2.46,250.04,82
410.13,0.63,Bike,89676,153,rural,11.63,102.85,47
2160.75,0.75,Bike,122660,103,urban,1.99,823.1,85
1986.6,0.7,Gold,227649,145,urban,4.12,736.64,77
293.28,0.94,Education,437050,174,student,122.14,47.71,45
1324.08,0.72,Emergency Fund,60535,142,urban,1.71,472.83,77
291.0,1.0,Emergency Fund,89093,132,student,18.68,63.6,65
407.32,0.68,Gold,61122,98,rural,6.59,123.73,61
337.4,0.7,Gold,92675,153,rural,16.75,73.76,45
2522.52,0.91,Gold,294187,153,urban,4.14,947.81,100
2556.45,0.95,Marriage,227027,113,urban,3.1,977.38,100
163.8,0.7,Bike,81200,96,student,39.92,27.12,34
541.44,0.96,Emergency Fund,127556,174,rural,11.57,146.98,78
520.6,0.76,Bike,106142,100,rural,8.41,168.24,73
261.44,0.76,Bike,70129,161,rural,23.27,40.18,35
1880.34,0.77,House Downpayment,535727,129,urban,10.2,700.54,86
436.05,0.85,Emergency Fund,81052,138,rural,9.06,119.22,69
498.96,0.63,House Downpayment,1654746,146,rural,156.27,141.18,53
381.3,0.62,Bike,100647,148,rural,14.38,93.32,45
174.24,0.66,Gold,68326,130,student,51.48,17.7,20
332.94,0.62,Emergency Fund,138857,111,rural,20.86,88.78,49
878.37,0.69,Bike,75787,73,urban,3.14,322.15,75
1618.5,0.65,Gold,49749,129,urban,1.11,595.8,71
429.66,0.99,Emergency Fund,57557,99,student,5.8,132.26,91
362.71,0.83,Education,432975,141,student,65.1,88.68,60
1295.92,0.97,Gold,229256,104,urban,6.41,476.77,100
1558.5,0.75,Gold,234887,177,urban,5.67,552.6,79
644.36,0.89,Bike,66795,128,rural,4.31,206.54,85
255.6,0.71,Education,363234,130,student,96.4,50.24,41
886.34,0.91,Marriage,685114,107,urban,29.3,311.74,96
1362.06,0.63,Emergency Fund,84659,96,urban,2.23,506.42,70
243.81,0.63,Gold,141158,104,rural,33.65,55.92,43
441.8,0.94,House Downpayment,757354,134,rural,82.02,123.12,78
243.88,0.67,Gold,150231,111,student,37.69,53.15,43
428.84,0.71,Emergency Fund,115566,100,rural,11.71,131.54,65
1669.92,0.84,House Downpayment,528573,139,urban,11.51,612.37,92
225.78,0.71,House Downpayment,1949203,167,student,1105.37,23.51,22
1708.14,0.98,House Downpayment,1237690,90,urban,25.5,647.26,100
960.8,0.8,Emergency Fund,58552,157,urban,2.43,321.52,80
249.34,0.91,Bike,79053,93,student,16.85,62.54,68
105.64,0.76,House Downpayment,599930,122,student,,,5
342.82,0.61,Bike,82032,180,rural,16.79,65.13,34
447.93,0.63,Marriage,411783,115,rural,41.23,133.17,56
497.86,0.73,Emergency Fund,141060,158,rural,13.84,135.94,59
388.68,0.82,Gold,96623,140,student,12.95,99.47,62
1339.82,0.62,Marriage,720564,107,urban,19.48,493.13,68
178.2,0.66,House Downpayment,822523,109,student,396.21,27.68,30
425.94,0.93,Gold,135433,131,rural,15.31,117.98,77
460.6,0.7,House Downpayment,819984,152,rural,88.57,123.44,56
137.7,0.85,Bike,82034,119,student,146.23,7.48,13
533.79,0.81,House Downpayment,1811611,100,rural,139.21,173.52,78
649.8,0.95,Bike,87278,190,rural,6.33,183.92,80
171.14,0.86,Education,364269,128,student,281.46,17.26,26
1307.28,0.78,Education,217633,119,urban,6.1,475.31,85
398.88,0.72,Emergency Fund,119204,154,rural,16.23,97.95,53
259.96,0.97,Marriage,756803,116,student,175.23,57.58,64
517.72,0.86,Bike,103120,143,rural,9.17,149.89,74
378.76,0.68,Marriage,211926,92,rural,24.63,114.7,61
734.08,0.74,Emergency Fund,31066,113,urban,1.67,248.43,75
605.43,0.93,Marriage,640100,132,rural,45.07,189.37,87
515.78,0.74,Emergency Fund,120686,133,rural,10.51,153.11,65
1805.94,0.79,House Downpayment,913730,130,urban,18.17,670.38,87
1459.27,0.73,House Downpayment,1885400,160,urban,48.37,519.71,77
444.92,0.98,Gold,167571,128,student,17.62,126.77,83
300.44,0.74,House Downpayment,1520663,94,rural,245.54,82.58,61
1881.18,0.63,Education,412246,121,urban,7.81,704.07,70
97.11,0.83,Gold,171573,170,student,,,5
780.01,0.77,Gold,189548,175,urban,10.44,242.0,71
286.44,0.62,Gold,289480,100,student,51.76,74.58,48
696.44,0.92,Bike,119493,113,rural,6.83,233.38,92
2123.8,0.74,Education,293044,107,urban,4.84,806.72,84
591.2,0.8,Marriage,259062,117,rural,18.21,189.68,77
148.52,0.79,Marriage,793227,102,student,568.38,18.61,29
1641.9,0.78,House Downpayment,964141,148,urban,21.51,597.56,85
304.56,0.72,Gold,180156,138,student,36.05,66.62,47
332.1,0.82,Bike,142147,126,rural,22.99,82.44,61
397.98,0.99,House Downpayment,1433130,110,student,165.88,115.19,85
454.4,0.64,Gold,156416,97,rural,14.59,142.96,60
532.04,0.94,House Downpayment,1020192,92,rural,77.28,176.02,93
168.84,0.63,House Downpayment,1628445,162,student,7935.89,2.74,5
203.35,0.83,House Downpayment,1339707,138,student,683.35,26.14,32
933.64,0.68,Gold,250716,163,urban,10.84,308.26,67
385.14,0.98,Emergency Fund,134379,172,rural,21.02,85.26,65
459.0,0.75,Bike,83126,140,rural,8.69,127.6,62
1693.6,0.73,Education,103407,114,urban,2.18,631.84,81
1261.0,0.97,House Downpayment,932196,158,urban,28.17,441.2,100
724.74,0.94,Gold,159349,108,rural,8.61,246.7,95
484.5,0.75,Emergency Fund,81189,147,rural,8.02,135.0,62
622.44,0.91,Emergency Fund,97286,122,rural,6.48,200.18,87
258.96,0.78,House Downpayment,1772683,170,rural,664.22,35.58,32
150.66,0.81,House Downpayment,1470893,136,student,3344.46,5.86,9
1290.07,0.79,Bike,53472,117,urban,1.52,469.23,86
2081.52,0.98,Gold,186284,137,urban,3.19,777.81,100
386.28,0.87,Emergency Fund,70620,130,student,9.19,102.51,69
183.04,0.88,Education,159816,93,student,59.16,36.02,51
199.8,0.74,Education,280669,104,student,97.66,38.32,42
1041.46,0.86,House Downpayment,1743110,166,urban,66.37,350.18,86
2903.0,1.0,Emergency Fund,126563,121,urban,1.52,1112.8,100
616.4,0.92,Education,295605,89,rural,18.68,210.96,94
118.99,0.73,House Downpayment,915690,101,student,1696.66,7.2,13
1803.62,0.91,Bike,105938,88,urban,2.06,686.25,100
172.2,0.84,Emergency Fund,133472,147,student,176.55,10.08,14
1666.0,0.85,Marriage,771928,148,urban,16.95,607.2,92
1407.44,0.73,Marriage,303748,138,urban,7.98,507.78,79
1320.05,0.85,House Downpayment,1205495,123,urban,33.57,478.82,92
1578.03,0.69,Bike,107230,104,urban,2.42,589.61,77
734.16,0.92,House Downpayment,1824848,134,rural,101.35,240.06,90
